"","imp","pm","ap","n","r2","cx","ld.prb.int","ld.prb.x","ld.prb.z1","ld.sb.int","ld.sb.x","ld.sb.z1","ld.mcsd.int","ld.mcsd.x","ld.mcsd.z1","ld.sig.int","ld.sig.x","ld.sig.z1","ld.cic.int","ld.cic.x","ld.cic.z1","ld.ciw.int","ld.ciw.x","ld.ciw.z1","mi.prb.int","mi.prb.x","mi.prb.z1","mi.sb.int","mi.sb.x","mi.sb.z1","mi.mcsd.int","mi.mcsd.x","mi.mcsd.z1","mi.sig.int","mi.sig.x","mi.sig.z1","mi.cic.int","mi.cic.x","mi.cic.z1","mi.ciw.int","mi.ciw.x","mi.ciw.z1","mid.prb.int","mid.prb.x","mid.prb.z1","mid.sb.int","mid.sb.x","mid.sb.z1","mid.mcsd.int","mid.mcsd.x","mid.mcsd.z1","mid.sig.int","mid.sig.x","mid.sig.z1","mid.cic.int","mid.cic.x","mid.cic.z1","mid.ciw.int","mid.ciw.x","mid.ciw.z1"
"842",50,0.1,1,250,0.6,0,0.044919453506393,-0.126958159701789,-0.236176856538379,0.0113823424152827,-0.01063501935039,-0.0175083723782656,0.0395269462652926,0.0393537310382301,0.0447864194188231,1,1,1,0.938,0.956,0.95,0.160523955106617,0.16058912261736,0.173198727335663,0.0100720422657333,-0.267287112665226,0.113152054800226,0.00268963244375878,-0.0231581025250673,0.00919389619722842,0.037507235081438,0.0380485951641224,0.0408618126956975,1,1,1,0.95,0.96,0.942,0.151032930647136,0.153844313933142,0.156356752543846,0.00474345154950816,-0.350244962830934,0.0778446078544897,0.00125810470487922,-0.0300236578655184,0.00617565558543167,0.0377631425727651,0.0384566876270565,0.0418504611168639,1,1,1,0.936,0.952,0.944,0.1534263491596,0.156290656553203,0.160197710048011
"843",25,0.1,1,250,0.6,0,0.044919453506393,-0.126958159701789,-0.236176856538379,0.0113823424152827,-0.01063501935039,-0.0175083723782656,0.0395269462652926,0.0393537310382301,0.0447864194188231,1,1,1,0.938,0.956,0.95,0.160523955106617,0.16058912261736,0.173198727335663,0.0213025134218788,-0.270768630104156,0.132416273972974,0.00566764203676111,-0.023368517574646,0.0108126267679804,0.0376460036974852,0.0381971327271142,0.0406597712354586,1,1,1,0.948,0.958,0.942,0.151132105646318,0.154108752361322,0.15651147755069,0.00606876962129628,-0.341621886493193,0.0663116680440202,0.00161092576196059,-0.0292709178575637,0.00527414775273136,0.0377324990962022,0.0384744946875943,0.0417438441370274,1,1,1,0.936,0.95,0.946,0.153430919366306,0.156320622107349,0.160266847282702
"844",20,0.1,1,250,0.6,0,0.044919453506393,-0.126958159701789,-0.236176856538379,0.0113823424152827,-0.01063501935039,-0.0175083723782656,0.0395269462652926,0.0393537310382301,0.0447864194188231,1,1,1,0.938,0.956,0.95,0.160523955106617,0.16058912261736,0.173198727335663,0.0260881058425702,-0.249071236068868,0.140580923493223,0.00693093425982449,-0.0214560596820938,0.0114702903900746,0.0376999881722792,0.038268125230729,0.0406917866495405,1,1,1,0.95,0.954,0.944,0.151182707328155,0.154193195142083,0.156651869464108,0.00838309574792925,-0.313513987568632,0.0567178095393321,0.00222397668693775,-0.0268586254167466,0.00451573755286902,0.0377541452070659,0.0384801466484171,0.0417009103765711,1,1,1,0.938,0.952,0.946,0.153439755989507,0.156345819736118,0.160281987017858
"845",15,0.1,1,250,0.6,0,0.044919453506393,-0.126958159701789,-0.236176856538379,0.0113823424152827,-0.01063501935039,-0.0175083723782656,0.0395269462652926,0.0393537310382301,0.0447864194188231,1,1,1,0.938,0.956,0.95,0.160523955106617,0.16058912261736,0.173198727335663,0.0244099639836321,-0.242035483602304,0.179491179190803,0.00646655050603847,-0.020820138205768,0.0146787692943537,0.0378081050034029,0.0383229569507295,0.0405983371442969,1,1,1,0.95,0.956,0.94,0.151266382113663,0.154283277685781,0.156961167012167,0.0038792682505554,-0.306691086986158,0.0853145073750326,0.00102798578608972,-0.0262522911985854,0.00679672900589641,0.0377966359828958,0.0385121283951006,0.0416752019315787,1,1,1,0.936,0.954,0.948,0.153477655335222,0.156434577082699,0.160304665723132
"846",10,0.1,1,250,0.6,0,0.044919453506393,-0.126958159701789,-0.236176856538379,0.0113823424152827,-0.01063501935039,-0.0175083723782656,0.0395269462652926,0.0393537310382301,0.0447864194188231,1,1,1,0.938,0.956,0.95,0.160523955106617,0.16058912261736,0.173198727335663,0.0217928040040873,-0.197057203537018,0.207674381580347,0.00577117168566731,-0.0169127082267273,0.0169608139192675,0.0378215710207335,0.0384098611991263,0.0406528517509544,1,1,1,0.954,0.95,0.938,0.151707670152187,0.154401848476738,0.1573888763952,-0.00105046614187373,-0.269114366685667,0.0974857194808289,-0.000277912521465665,-0.0230266919602066,0.00774925237394786,0.0378585860826966,0.0385273298386038,0.0417672590680449,1,1,1,0.936,0.952,0.946,0.153569213532129,0.156432506796943,0.160453478165724
"847",5,0.1,1,250,0.6,0,0.044919453506393,-0.126958159701789,-0.236176856538379,0.0113823424152827,-0.01063501935039,-0.0175083723782656,0.0395269462652926,0.0393537310382301,0.0447864194188231,1,1,1,0.938,0.956,0.95,0.160523955106617,0.16058912261736,0.173198727335663,0.00625964670269523,-0.124108562386175,0.15347878432407,0.00166324243494454,-0.0105597421376764,0.0123355580672057,0.0376950836213024,0.0387446739820186,0.0413089663873336,1,1,1,0.954,0.946,0.934,0.152501887753833,0.154991456709378,0.158672756346089,0.00759573036598657,-0.248784130672083,0.0695426552571351,0.002003360588327,-0.0211722851288684,0.00551023937762772,0.0379752690703984,0.0387363342246599,0.0419020800847615,1,1,1,0.942,0.956,0.944,0.153726644297108,0.156558423696715,0.160846064647816
"848",2,0.1,1,250,0.6,0,0.044919453506393,-0.126958159701789,-0.236176856538379,0.0113823424152827,-0.01063501935039,-0.0175083723782656,0.0395269462652926,0.0393537310382301,0.0447864194188231,1,1,1,0.938,0.956,0.95,0.160523955106617,0.16058912261736,0.173198727335663,0.0488659237776138,-0.220555215296491,0.389077536524591,0.0129716627634366,-0.0184088757417934,0.03046475518661,0.0377312253595504,0.0394960482146926,0.0424026739797854,1,1,0.994,0.948,0.94,0.934,0.153922038550767,0.156911519327366,0.159975926225098,0.00175765916469653,-0.274747775628727,0.0997671561941598,0.000465416549186204,-0.0232946761700852,0.00781996586645186,0.0378253788870156,0.0388813276970372,0.0423582018422826,1,1,1,0.946,0.956,0.94,0.154439838120397,0.157955595226261,0.162000988203316
"849",100,0.2,1,250,0.6,0,0.0675848039100186,0.520844546054092,0.356586706767089,0.0145731294748664,0.0368510626261024,0.0230192494933125,0.046450102898641,0.0465931083459305,0.0514314500375175,1,1,1,0.952,0.94,0.958,0.183272221480789,0.183409235371614,0.206816762562508,0.0653258304026854,0.0243117957972003,0.315352968738669,0.0163800763674996,0.00193591856706322,0.0242322479077423,0.0399447274822737,0.0413993510279083,0.0432073867429479,1,1,1,0.956,0.96,0.96,0.161667744093902,0.167946830165397,0.170604401736899,0.0277071448713488,0.023173020157588,0.151532330133131,0.00670918269057847,0.00177441914821657,0.0111704450147911,0.0413630546105729,0.0430516700340686,0.0450390898972268,1,1,1,0.952,0.968,0.946,0.167204943518591,0.173675137271912,0.17805511568162
"850",50,0.2,1,250,0.6,0,0.0675848039100186,0.520844546054092,0.356586706767089,0.0145731294748664,0.0368510626261024,0.0230192494933125,0.046450102898641,0.0465931083459305,0.0514314500375175,1,1,1,0.952,0.94,0.958,0.183272221480789,0.183409235371614,0.206816762562508,0.074413523142829,0.0364994283346351,0.320740427105249,0.0186983005043622,0.00290856616466582,0.0246005806970719,0.0398602646173927,0.0413685876245855,0.0432875617665817,1,1,1,0.956,0.962,0.962,0.161656582145418,0.168242573199124,0.170499480824312,0.0282453996581651,0.035668741967805,0.103285336246147,0.00685496812156588,0.00273300744424184,0.00761798007613754,0.0412698347984089,0.0430239773714067,0.045014622769695,1,1,1,0.95,0.962,0.948,0.1672070861333,0.17375102219837,0.178115775351092
"851",25,0.2,1,250,0.6,0,0.0675848039100186,0.520844546054092,0.356586706767089,0.0145731294748664,0.0368510626261024,0.0230192494933125,0.046450102898641,0.0465931083459305,0.0514314500375175,1,1,1,0.952,0.94,0.958,0.183272221480789,0.183409235371614,0.206816762562508,0.0886046678945047,-0.000277152027179894,0.367658306586064,0.0221974002458535,-2.1956913640633e-05,0.0280406812612252,0.0399801974721567,0.0416112100069699,0.043532198572224,1,1,1,0.958,0.956,0.96,0.162092527720682,0.168892419174664,0.170922567679915,0.023744264884063,0.0324385837612802,0.116387379752933,0.00575479931791152,0.00247791299273403,0.00856434391191516,0.0413255831593947,0.0431558237930558,0.0451197383150645,1,1,1,0.948,0.96,0.948,0.167228393455002,0.173933656374613,0.178331803301125
